/home/cc/dagonstar/venv/lib/python3.12/site-packages/paramiko/pkey.py:82: CryptographyDeprecationWarning: TripleDES has been moved to cryptography.hazmat.decrepit.ciphers.algorithms.TripleDES and will be removed from cryptography.hazmat.primitives.ciphers.algorithms in 48.0.0.
  "cipher": algorithms.TripleDES,
2025-08-05 21:10:10,236 root         DEBUG    edge_11_06_01 Completed in 16.84565567970276 seconds ---
2025-08-05 21:10:10,248 root         DEBUG    edge_16_09_01 Completed in 16.344568729400635 seconds ---
2025-08-05 21:10:10,255 root         DEBUG    edge_24_04_01 Completed in 14.222773790359497 seconds ---
2025-08-05 21:10:11,419 root         DEBUG    edge_24_10_01 Completed in 14.881186723709106 seconds ---
2025-08-05 21:10:11,423 root         DEBUG    edge_18_02_01 Completed in 17.876548051834106 seconds ---
2025-08-05 21:10:11,871 root         DEBUG    edge_11_10_01 Completed in 18.35703158378601 seconds ---
2025-08-05 21:10:11,873 root         DEBUG    edge_4_04_01 Completed in 18.453795433044434 seconds ---
2025-08-05 21:10:11,881 root         DEBUG    edge_4_02_01 Completed in 18.726027488708496 seconds ---
2025-08-05 21:10:12,204 root         DEBUG    edge_35_02_01: Status.FINISHED
2025-08-05 21:10:12,205 root         DEBUG    edge_4_11_01: Status.FINISHED
2025-08-05 21:10:12,207 root         DEBUG    edge_36_05_01: Status.FINISHED
2025-08-05 21:10:12,208 root         DEBUG    edge_4_01_01: Status.FINISHED
2025-08-05 21:10:12,211 root         DEBUG    edge_4_07_01: Status.FINISHED
2025-08-05 21:10:12,216 root         DEBUG    edge_4_03_01: Status.FINISHED
2025-08-05 21:10:12,216 root         DEBUG    edge_18_11_01: Status.FINISHED
2025-08-05 21:10:12,217 root         DEBUG    edge_11_01_01: Status.FINISHED
2025-08-05 21:10:12,218 root         DEBUG    edge_8_03_01: Status.FINISHED
2025-08-05 21:10:12,220 root         DEBUG    edge_36_08_01: Status.FINISHED
2025-08-05 21:10:12,221 root         DEBUG    edge_24_03_01: Status.FINISHED
2025-08-05 21:10:12,225 root         DEBUG    edge_4_05_01: Status.FINISHED
2025-08-05 21:10:12,227 root         DEBUG    edge_11_04_01: Status.FINISHED
2025-08-05 21:10:12,227 root         DEBUG    edge_8_04_01: Status.FINISHED
2025-08-05 21:10:12,229 root         DEBUG    edge_36_09_01: Status.FINISHED
2025-08-05 21:10:12,233 root         DEBUG    edge_35_04_01: Status.FINISHED
2025-08-05 21:10:12,234 root         DEBUG    edge_36_03_01: Status.FINISHED
2025-08-05 21:10:12,235 root         DEBUG    edge_36_01_01: Status.FINISHED
2025-08-05 21:10:12,236 root         DEBUG    edge_4_08_01: Status.FINISHED
2025-08-05 21:10:12,236 root         DEBUG    edge_11_06_01: Status.FINISHED
2025-08-05 21:10:12,249 root         DEBUG    edge_16_09_01: Status.FINISHED
2025-08-05 21:10:12,255 root         DEBUG    edge_24_04_01: Status.FINISHED
2025-08-05 21:10:13,419 root         DEBUG    edge_24_10_01: Status.FINISHED
2025-08-05 21:10:13,423 root         DEBUG    edge_18_02_01: Status.FINISHED
2025-08-05 21:10:13,713 root         DEBUG    edge_11_03_01 Completed in 20.39195728302002 seconds ---
2025-08-05 21:10:13,872 root         DEBUG    edge_11_10_01: Status.FINISHED
2025-08-05 21:10:13,873 root         DEBUG    edge_4_04_01: Status.FINISHED
2025-08-05 21:10:13,882 root         DEBUG    edge_4_02_01: Status.FINISHED
2025-08-05 21:10:13,934 root         DEBUG    edge_11_07_01 Completed in 20.501989364624023 seconds ---
2025-08-05 21:10:15,713 root         DEBUG    edge_11_03_01: Status.FINISHED
2025-08-05 21:10:15,934 root         DEBUG    edge_11_07_01: Status.FINISHED
2025-08-05 21:10:20,116 root         DEBUG    edge_17_07_01 Completed in 25.270715713500977 seconds ---
2025-08-05 21:10:20,118 root         DEBUG    edge_18_05_01 Completed in 24.429600954055786 seconds ---
2025-08-05 21:10:20,125 root         DEBUG    edge_16_01_01 Completed in 26.792470693588257 seconds ---
2025-08-05 21:10:20,130 root         DEBUG    edge_16_04_01 Completed in 25.358072519302368 seconds ---
2025-08-05 21:10:20,139 root         DEBUG    edge_8_01_01 Completed in 27.097518920898438 seconds ---
2025-08-05 21:10:20,140 root         DEBUG    edge_35_10_01 Completed in 25.606144428253174 seconds ---
2025-08-05 21:10:20,142 root         DEBUG    edge_17_03_01 Completed in 25.950165033340454 seconds ---
2025-08-05 21:10:20,146 root         DEBUG    edge_27_08_01 Completed in 25.660351753234863 seconds ---
2025-08-05 21:10:20,148 root         DEBUG    edge_24_07_01 Completed in 25.09833526611328 seconds ---
2025-08-05 21:10:20,149 root         DEBUG    edge_27_04_01 Completed in 25.42171049118042 seconds ---
2025-08-05 21:10:20,150 root         DEBUG    edge_8_06_01 Completed in 27.034870147705078 seconds ---
2025-08-05 21:10:20,151 root         DEBUG    edge_8_07_01 Completed in 26.531647205352783 seconds ---
2025-08-05 21:10:20,153 root         DEBUG    edge_24_06_01 Completed in 24.168336391448975 seconds ---
2025-08-05 21:10:20,155 root         DEBUG    edge_24_08_01 Completed in 25.273669958114624 seconds ---
2025-08-05 21:10:20,157 root         DEBUG    edge_36_10_01 Completed in 24.927433252334595 seconds ---
2025-08-05 21:10:20,159 root         DEBUG    edge_17_10_01 Completed in 25.657320499420166 seconds ---
2025-08-05 21:10:20,161 root         DEBUG    edge_11_08_01 Completed in 26.88326096534729 seconds ---
2025-08-05 21:10:20,161 root         DEBUG    edge_11_09_01 Completed in 27.02390742301941 seconds ---
2025-08-05 21:10:20,163 root         DEBUG    edge_8_09_01 Completed in 27.073713779449463 seconds ---
2025-08-05 21:10:20,166 root         DEBUG    edge_27_09_01 Completed in 24.91935110092163 seconds ---
2025-08-05 21:10:20,167 root         DEBUG    edge_16_03_01 Completed in 24.029412269592285 seconds ---
2025-08-05 21:10:20,167 root         DEBUG    edge_27_05_01 Completed in 25.06291437149048 seconds ---
2025-08-05 21:10:20,171 root         DEBUG    edge_4_06_01 Completed in 27.096808433532715 seconds ---
2025-08-05 21:10:20,172 root         DEBUG    edge_35_07_01 Completed in 25.11275625228882 seconds ---
2025-08-05 21:10:20,174 root         DEBUG    edge_27_06_01 Completed in 23.96695375442505 seconds ---
2025-08-05 21:10:20,174 root         DEBUG    edge_24_05_01 Completed in 24.343103170394897 seconds ---
2025-08-05 21:10:20,178 root         DEBUG    edge_36_07_01 Completed in 24.64258050918579 seconds ---
2025-08-05 21:10:20,178 root         DEBUG    edge_17_04_01 Completed in 23.919640064239502 seconds ---
2025-08-05 21:10:20,179 root         DEBUG    edge_17_02_01 Completed in 26.234430074691772 seconds ---
2025-08-05 21:10:20,179 root         DEBUG    edge_35_06_01 Completed in 25.634150505065918 seconds ---
2025-08-05 21:10:20,180 root         DEBUG    edge_18_10_01 Completed in 22.9709255695343 seconds ---
2025-08-05 21:10:20,182 root         DEBUG    edge_35_01_01 Completed in 24.32412624359131 seconds ---
2025-08-05 21:10:20,183 root         DEBUG    edge_16_08_01 Completed in 25.15774393081665 seconds ---
2025-08-05 21:10:20,186 root         DEBUG    edge_27_10_01 Completed in 25.192503929138184 seconds ---
2025-08-05 21:10:20,187 root         DEBUG    edge_18_09_01 Completed in 24.62727975845337 seconds ---
2025-08-05 21:10:20,188 root         DEBUG    edge_16_11_01 Completed in 24.90193247795105 seconds ---
2025-08-05 21:10:22,116 root         DEBUG    edge_17_07_01: Status.FINISHED
2025-08-05 21:10:22,118 root         DEBUG    edge_18_05_01: Status.FINISHED
2025-08-05 21:10:22,125 root         DEBUG    edge_16_01_01: Status.FINISHED
2025-08-05 21:10:22,131 root         DEBUG    edge_16_04_01: Status.FINISHED
2025-08-05 21:10:22,139 root         DEBUG    edge_8_01_01: Status.FINISHED
2025-08-05 21:10:22,140 root         DEBUG    edge_35_10_01: Status.FINISHED
2025-08-05 21:10:22,142 root         DEBUG    edge_17_03_01: Status.FINISHED
2025-08-05 21:10:22,147 root         DEBUG    edge_27_08_01: Status.FINISHED
2025-08-05 21:10:22,148 root         DEBUG    edge_24_07_01: Status.FINISHED
2025-08-05 21:10:22,149 root         DEBUG    edge_27_04_01: Status.FINISHED
2025-08-05 21:10:22,151 root         DEBUG    edge_8_06_01: Status.FINISHED
2025-08-05 21:10:22,152 root         DEBUG    edge_8_07_01: Status.FINISHED
2025-08-05 21:10:22,153 root         DEBUG    edge_24_06_01: Status.FINISHED
2025-08-05 21:10:22,155 root         DEBUG    edge_24_08_01: Status.FINISHED
2025-08-05 21:10:22,158 root         DEBUG    edge_36_10_01: Status.FINISHED
2025-08-05 21:10:22,159 root         DEBUG    edge_17_10_01: Status.FINISHED
2025-08-05 21:10:22,162 root         DEBUG    edge_11_08_01: Status.FINISHED
2025-08-05 21:10:22,163 root         DEBUG    edge_11_09_01: Status.FINISHED
2025-08-05 21:10:22,164 root         DEBUG    fog_11: Status.RUNNING
2025-08-05 21:10:22,164 root         DEBUG    fog_11: Executing...
2025-08-05 21:10:22,164 root         DEBUG    fog_11: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222165-fog_11
2025-08-05 21:10:22,165 root         DEBUG    edge_8_09_01: Status.FINISHED
2025-08-05 21:10:22,166 root         DEBUG    fog_8: Status.RUNNING
2025-08-05 21:10:22,166 root         DEBUG    fog_8: Executing...
2025-08-05 21:10:22,166 root         DEBUG    edge_27_09_01: Status.FINISHED
2025-08-05 21:10:22,168 root         DEBUG    fog_8: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222167-fog_8
2025-08-05 21:10:22,169 root         DEBUG    edge_16_03_01: Status.FINISHED
2025-08-05 21:10:22,171 root         DEBUG    edge_27_05_01: Status.FINISHED
2025-08-05 21:10:22,173 root         DEBUG    edge_4_06_01: Status.FINISHED
2025-08-05 21:10:22,173 root         DEBUG    fog_4: Status.RUNNING
2025-08-05 21:10:22,173 root         DEBUG    fog_4: Executing...
2025-08-05 21:10:22,174 root         DEBUG    fog_4: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428222174-fog_4
2025-08-05 21:10:22,178 root         DEBUG    edge_35_07_01: Status.FINISHED
2025-08-05 21:10:22,178 root         DEBUG    edge_27_06_01: Status.FINISHED
2025-08-05 21:10:22,180 root         DEBUG    edge_24_05_01: Status.FINISHED
2025-08-05 21:10:22,182 root         DEBUG    edge_36_07_01: Status.FINISHED
2025-08-05 21:10:22,186 root         DEBUG    edge_17_04_01: Status.FINISHED
2025-08-05 21:10:22,187 root         DEBUG    edge_17_02_01: Status.FINISHED
2025-08-05 21:10:22,188 root         DEBUG    edge_35_06_01: Status.FINISHED
2025-08-05 21:10:22,188 root         DEBUG    edge_18_10_01: Status.FINISHED
2025-08-05 21:10:22,189 root         DEBUG    edge_35_01_01: Status.FINISHED
2025-08-05 21:10:22,189 root         DEBUG    edge_16_08_01: Status.FINISHED
2025-08-05 21:10:22,189 root         DEBUG    edge_27_10_01: Status.FINISHED
2025-08-05 21:10:22,189 root         DEBUG    edge_16_11_01: Status.FINISHED
2025-08-05 21:10:22,189 root         DEBUG    edge_18_09_01: Status.FINISHED
2025-08-05 21:10:22,960 root         DEBUG    edge_18_06_01 Completed in 27.00749182701111 seconds ---
2025-08-05 21:10:22,961 root         DEBUG    edge_27_03_01 Completed in 27.136239051818848 seconds ---
2025-08-05 21:10:22,962 root         DEBUG    edge_35_03_01 Completed in 25.876802921295166 seconds ---
2025-08-05 21:10:22,964 root         DEBUG    edge_27_07_01 Completed in 27.845778942108154 seconds ---
2025-08-05 21:10:22,965 root         DEBUG    edge_16_06_01 Completed in 27.340710639953613 seconds ---
2025-08-05 21:10:22,968 root         DEBUG    edge_16_07_01 Completed in 27.41263198852539 seconds ---
2025-08-05 21:10:22,969 root         DEBUG    edge_35_11_01 Completed in 26.211737632751465 seconds ---
2025-08-05 21:10:22,970 root         DEBUG    edge_24_01_01 Completed in 25.672082901000977 seconds ---
2025-08-05 21:10:22,971 root         DEBUG    edge_35_08_01 Completed in 25.367366790771484 seconds ---
2025-08-05 21:10:22,978 root         DEBUG    edge_36_06_01 Completed in 25.535862684249878 seconds ---
2025-08-05 21:10:22,980 root         DEBUG    edge_17_06_01 Completed in 25.48319363594055 seconds ---
2025-08-05 21:10:22,981 root         DEBUG    edge_17_11_01 Completed in 25.545233726501465 seconds ---
2025-08-05 21:10:24,215 root         DEBUG    edge_36_04_01 Completed in 27.49276852607727 seconds ---
2025-08-05 21:10:24,217 root         DEBUG    edge_35_05_01 Completed in 26.3155415058136 seconds ---
2025-08-05 21:10:24,219 root         DEBUG    edge_27_11_01 Completed in 25.642682313919067 seconds ---
2025-08-05 21:10:24,220 root         DEBUG    edge_36_02_01 Completed in 25.889899015426636 seconds ---
2025-08-05 21:10:24,229 root         DEBUG    edge_36_11_01 Completed in 25.47771191596985 seconds ---
2025-08-05 21:10:24,961 root         DEBUG    edge_18_06_01: Status.FINISHED
2025-08-05 21:10:24,961 root         DEBUG    edge_27_03_01: Status.FINISHED
2025-08-05 21:10:24,962 root         DEBUG    fog_18: Status.RUNNING
2025-08-05 21:10:24,963 root         DEBUG    fog_18: Executing...
2025-08-05 21:10:24,963 root         DEBUG    edge_35_03_01: Status.FINISHED
2025-08-05 21:10:24,963 root         DEBUG    fog_18: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224963-fog_18
2025-08-05 21:10:24,964 root         DEBUG    edge_27_07_01: Status.FINISHED
2025-08-05 21:10:24,966 root         DEBUG    edge_16_06_01: Status.FINISHED
2025-08-05 21:10:24,969 root         DEBUG    edge_16_07_01: Status.FINISHED
2025-08-05 21:10:24,969 root         DEBUG    fog_16: Status.RUNNING
2025-08-05 21:10:24,970 root         DEBUG    fog_16: Executing...
2025-08-05 21:10:24,970 root         DEBUG    fog_16: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224970-fog_16
2025-08-05 21:10:24,971 root         DEBUG    edge_35_11_01: Status.FINISHED
2025-08-05 21:10:24,971 root         DEBUG    edge_24_01_01: Status.FINISHED
2025-08-05 21:10:24,972 root         DEBUG    edge_35_08_01: Status.FINISHED
2025-08-05 21:10:24,972 root         DEBUG    fog_24: Status.RUNNING
2025-08-05 21:10:24,973 root         DEBUG    fog_24: Executing...
2025-08-05 21:10:24,973 root         DEBUG    fog_24: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224973-fog_24
2025-08-05 21:10:24,979 root         DEBUG    edge_36_06_01: Status.FINISHED
2025-08-05 21:10:24,980 root         DEBUG    edge_17_06_01: Status.FINISHED
2025-08-05 21:10:24,981 root         DEBUG    edge_17_11_01: Status.FINISHED
2025-08-05 21:10:24,981 root         DEBUG    fog_17: Status.RUNNING
2025-08-05 21:10:24,982 root         DEBUG    fog_17: Executing...
2025-08-05 21:10:24,982 root         DEBUG    fog_17: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428224982-fog_17
2025-08-05 21:10:25,973 root         DEBUG    train_model Completed in 31.532761335372925 seconds ---
2025-08-05 21:10:26,215 root         DEBUG    edge_36_04_01: Status.FINISHED
2025-08-05 21:10:26,218 root         DEBUG    edge_35_05_01: Status.FINISHED
2025-08-05 21:10:26,219 root         DEBUG    fog_35: Status.RUNNING
2025-08-05 21:10:26,219 root         DEBUG    fog_35: Executing...
2025-08-05 21:10:26,219 root         DEBUG    fog_35: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226219-fog_35
2025-08-05 21:10:26,220 root         DEBUG    edge_27_11_01: Status.FINISHED
2025-08-05 21:10:26,221 root         DEBUG    edge_36_02_01: Status.FINISHED
2025-08-05 21:10:26,221 root         DEBUG    fog_27: Status.RUNNING
2025-08-05 21:10:26,222 root         DEBUG    fog_27: Executing...
2025-08-05 21:10:26,223 root         DEBUG    fog_27: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226223-fog_27
2025-08-05 21:10:26,229 root         DEBUG    edge_36_11_01: Status.FINISHED
2025-08-05 21:10:26,229 root         DEBUG    fog_36: Status.RUNNING
2025-08-05 21:10:26,230 root         DEBUG    fog_36: Executing...
2025-08-05 21:10:26,230 root         DEBUG    fog_36: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428226230-fog_36
2025-08-05 21:10:27,974 root         DEBUG    train_model: Status.FINISHED
2025-08-05 21:10:27,974 root         DEBUG    predict_pollution_4: Status.RUNNING
2025-08-05 21:10:27,974 root         DEBUG    predict_pollution_8: Status.RUNNING
2025-08-05 21:10:27,975 root         DEBUG    predict_pollution_4: Executing...
2025-08-05 21:10:27,975 root         DEBUG    predict_pollution_11: Status.RUNNING
2025-08-05 21:10:27,975 root         DEBUG    predict_pollution_16: Status.RUNNING
2025-08-05 21:10:27,975 root         DEBUG    predict_pollution_8: Executing...
2025-08-05 21:10:27,976 root         DEBUG    predict_pollution_17: Status.RUNNING
2025-08-05 21:10:27,976 root         DEBUG    predict_pollution_18: Status.RUNNING
2025-08-05 21:10:27,977 root         DEBUG    predict_pollution_24: Status.RUNNING
2025-08-05 21:10:27,977 root         DEBUG    predict_pollution_11: Executing...
2025-08-05 21:10:27,977 root         DEBUG    predict_pollution_27: Status.RUNNING
2025-08-05 21:10:27,977 root         DEBUG    predict_pollution_35: Status.RUNNING
2025-08-05 21:10:27,977 root         DEBUG    predict_pollution_16: Executing...
2025-08-05 21:10:27,978 root         DEBUG    predict_pollution_36: Status.RUNNING
2025-08-05 21:10:27,978 root         DEBUG    predict_pollution_17: Executing...
2025-08-05 21:10:27,979 root         DEBUG    predict_pollution_18: Executing...
2025-08-05 21:10:27,979 root         DEBUG    predict_pollution_24: Executing...
2025-08-05 21:10:27,979 root         DEBUG    predict_pollution_27: Executing...
2025-08-05 21:10:27,980 root         DEBUG    predict_pollution_35: Executing...
2025-08-05 21:10:27,980 root         DEBUG    predict_pollution_36: Executing...
2025-08-05 21:10:28,220 root         DEBUG    predict_pollution_4: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227976-predict_pollution_4
2025-08-05 21:10:28,223 root         DEBUG    predict_pollution_8: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227978-predict_pollution_8
2025-08-05 21:10:28,224 root         DEBUG    predict_pollution_11: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227979-predict_pollution_11
2025-08-05 21:10:28,231 root         DEBUG    predict_pollution_35: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_35
2025-08-05 21:10:28,232 root         DEBUG    predict_pollution_24: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_24
2025-08-05 21:10:28,233 root         DEBUG    predict_pollution_18: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227981-predict_pollution_18
2025-08-05 21:10:28,236 root         DEBUG    predict_pollution_27: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227982-predict_pollution_27
2025-08-05 21:10:28,237 root         DEBUG    predict_pollution_16: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227980-predict_pollution_16
2025-08-05 21:10:28,240 root         DEBUG    predict_pollution_17: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227981-predict_pollution_17
2025-08-05 21:10:28,240 root         DEBUG    predict_pollution_36: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428227983-predict_pollution_36
2025-08-05 21:10:45,367 root         DEBUG    fog_4 Completed in 22.936424255371094 seconds ---
2025-08-05 21:10:45,367 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192049-edge_4_01_01
2025-08-05 21:10:45,446 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192052-edge_4_02_01
2025-08-05 21:10:45,525 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192054-edge_4_03_01
2025-08-05 21:10:45,605 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192058-edge_4_04_01
2025-08-05 21:10:45,684 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192060-edge_4_05_01
2025-08-05 21:10:45,763 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192064-edge_4_06_01
2025-08-05 21:10:45,841 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192083-edge_4_07_01
2025-08-05 21:10:45,869 root         DEBUG    fog_8 Completed in 23.352967023849487 seconds ---
2025-08-05 21:10:45,869 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192068-edge_8_01_01
2025-08-05 21:10:45,919 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192072-edge_4_08_01
2025-08-05 21:10:45,948 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192086-edge_8_02_01
2025-08-05 21:10:45,998 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192074-edge_4_09_01
2025-08-05 21:10:46,027 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192091-edge_8_03_01
2025-08-05 21:10:46,077 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192078-edge_4_10_01
2025-08-05 21:10:46,107 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192095-edge_8_04_01
2025-08-05 21:10:46,151 root         DEBUG    fog_11 Completed in 23.76304268836975 seconds ---
2025-08-05 21:10:46,151 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192149-edge_11_01_01
2025-08-05 21:10:46,156 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192081-edge_4_11_01
2025-08-05 21:10:46,186 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192100-edge_8_05_01
2025-08-05 21:10:46,231 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192162-edge_11_02_01
2025-08-05 21:10:46,265 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192106-edge_8_06_01
2025-08-05 21:10:46,310 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192170-edge_11_03_01
2025-08-05 21:10:46,344 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192186-edge_8_07_01
2025-08-05 21:10:46,389 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192175-edge_11_04_01
2025-08-05 21:10:46,422 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192117-edge_8_08_01
2025-08-05 21:10:46,467 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192178-edge_11_05_01
2025-08-05 21:10:46,501 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192121-edge_8_09_01
2025-08-05 21:10:46,546 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192181-edge_11_06_01
2025-08-05 21:10:46,579 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192129-edge_8_10_01
2025-08-05 21:10:46,624 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192182-edge_11_07_01
2025-08-05 21:10:46,657 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192141-edge_8_11_01
2025-08-05 21:10:46,701 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192184-edge_11_08_01
2025-08-05 21:10:46,779 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192114-edge_11_09_01
2025-08-05 21:10:46,857 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192189-edge_11_10_01
2025-08-05 21:10:46,936 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192191-edge_11_11_01
2025-08-05 21:10:48,235 root         DEBUG    fog_4: Status.FINISHED
2025-08-05 21:10:48,235 root         DEBUG    cloud_4: Status.RUNNING
2025-08-05 21:10:48,236 root         DEBUG    cloud_4: Executing...
2025-08-05 21:10:48,480 root         DEBUG    cloud_4: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428248236-cloud_4
2025-08-05 21:10:48,660 root         DEBUG    fog_24 Completed in 23.496299505233765 seconds ---
2025-08-05 21:10:48,660 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192349-edge_24_01_01
2025-08-05 21:10:48,735 root         DEBUG    fog_8: Status.FINISHED
2025-08-05 21:10:48,735 root         DEBUG    cloud_8: Status.RUNNING
2025-08-05 21:10:48,736 root         DEBUG    cloud_8: Executing...
2025-08-05 21:10:48,738 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192355-edge_24_02_01
2025-08-05 21:10:48,817 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192362-edge_24_03_01
2025-08-05 21:10:48,895 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192366-edge_24_04_01
2025-08-05 21:10:48,974 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192377-edge_24_05_01
2025-08-05 21:10:48,976 root         DEBUG    cloud_8: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428248736-cloud_8
2025-08-05 21:10:49,015 root         DEBUG    fog_11: Status.FINISHED
2025-08-05 21:10:49,015 root         DEBUG    cloud_11: Status.RUNNING
2025-08-05 21:10:49,015 root         DEBUG    cloud_11: Executing...
2025-08-05 21:10:49,051 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192378-edge_24_06_01
2025-08-05 21:10:49,128 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192380-edge_24_07_01
2025-08-05 21:10:49,207 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192382-edge_24_08_01
2025-08-05 21:10:49,260 root         DEBUG    cloud_11: Scratch directory: /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428249015-cloud_11
2025-08-05 21:10:49,285 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192383-edge_24_09_01
2025-08-05 21:10:49,364 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192384-edge_24_10_01
2025-08-05 21:10:49,370 root         DEBUG    fog_17 Completed in 24.215210914611816 seconds ---
2025-08-05 21:10:49,370 root         DEBUG    Removing /home/cc/dagonstar/tests/benchmarks/dynostore/dagonresults//1754428192236-edge_17_01_01
